date_mesure,geocode_commune,libelle_commune,type_eau,usage,valeur
2019-01-01,35132,Hirel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35132,Hirel,eaux douces superficielles,agriculture,0.0
2019-01-01,35132,Hirel,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35132,Hirel,eaux douces superficielles,eau potable,0.0
2019-01-01,35132,Hirel,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35132,Hirel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35132,Hirel,eaux saumâtres,agriculture,0.0
2019-01-01,35132,Hirel,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35132,Hirel,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35132,Hirel,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35135,Irodouër,eaux douces souterraines,agriculture,0.0
2019-01-01,35135,Irodouër,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35135,Irodouër,eaux douces souterraines,eau potable,0.0
2019-01-01,35135,Irodouër,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35135,Irodouër,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35135,Irodouër,eaux douces superficielles,agriculture,0.0
2019-01-01,35135,Irodouër,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35135,Irodouër,eaux douces superficielles,eau potable,0.0
2019-01-01,35135,Irodouër,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35135,Irodouër,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35135,Irodouër,eaux saumâtres,agriculture,0.0
2019-01-01,35135,Irodouër,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35135,Irodouër,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35135,Irodouër,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35136,Janzé,eaux douces souterraines,agriculture,0.0
2019-01-01,35136,Janzé,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35136,Janzé,eaux douces souterraines,eau potable,0.0
2019-01-01,35136,Janzé,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35136,Janzé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35136,Janzé,eaux douces superficielles,agriculture,15222.0
2019-01-01,35136,Janzé,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35136,Janzé,eaux douces superficielles,eau potable,0.0
2019-01-01,35136,Janzé,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35136,Janzé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35136,Janzé,eaux saumâtres,agriculture,0.0
2019-01-01,35136,Janzé,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35136,Janzé,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35136,Janzé,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35139,Laillé,eaux douces souterraines,agriculture,0.0
2019-01-01,35139,Laillé,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35139,Laillé,eaux douces souterraines,eau potable,0.0
2019-01-01,35139,Laillé,eaux douces souterraines,industrie et autres usages économiques,32453.0
2019-01-01,35139,Laillé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35139,Laillé,eaux douces superficielles,agriculture,0.0
2019-01-01,35139,Laillé,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35139,Laillé,eaux douces superficielles,eau potable,0.0
2019-01-01,35139,Laillé,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35139,Laillé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35139,Laillé,eaux saumâtres,agriculture,0.0
2019-01-01,35139,Laillé,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35139,Laillé,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35139,Laillé,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35144,Langan,eaux douces souterraines,agriculture,0.0
2019-01-01,35144,Langan,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35144,Langan,eaux douces souterraines,eau potable,0.0
2019-01-01,35144,Langan,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35144,Langan,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35144,Langan,eaux douces superficielles,agriculture,0.0
2019-01-01,35144,Langan,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35144,Langan,eaux douces superficielles,eau potable,0.0
2019-01-01,35144,Langan,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35144,Langan,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35144,Langan,eaux saumâtres,agriculture,0.0
2019-01-01,35144,Langan,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35144,Langan,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35144,Langan,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35150,Lécousse,eaux douces souterraines,agriculture,0.0
2019-01-01,35150,Lécousse,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35150,Lécousse,eaux douces souterraines,eau potable,81615.0
2019-01-01,35150,Lécousse,eaux douces souterraines,industrie et autres usages économiques,39939.0
2019-01-01,35150,Lécousse,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35150,Lécousse,eaux douces superficielles,agriculture,0.0
2019-01-01,35150,Lécousse,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35150,Lécousse,eaux douces superficielles,eau potable,0.0
2019-01-01,35150,Lécousse,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35150,Lécousse,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35150,Lécousse,eaux saumâtres,agriculture,0.0
2019-01-01,35150,Lécousse,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35150,Lécousse,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35150,Lécousse,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35160,Loutehel,eaux douces souterraines,agriculture,0.0
2019-01-01,35160,Loutehel,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35160,Loutehel,eaux douces souterraines,eau potable,0.0
2019-01-01,35160,Loutehel,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35160,Loutehel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35160,Loutehel,eaux douces superficielles,agriculture,0.0
2019-01-01,35160,Loutehel,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35160,Loutehel,eaux douces superficielles,eau potable,0.0
2019-01-01,35160,Loutehel,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35160,Loutehel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35160,Loutehel,eaux saumâtres,agriculture,0.0
2019-01-01,35160,Loutehel,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35160,Loutehel,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35160,Loutehel,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35170,Mecé,eaux douces souterraines,agriculture,0.0
2019-01-01,35170,Mecé,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35170,Mecé,eaux douces souterraines,eau potable,0.0
2019-01-01,35170,Mecé,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35170,Mecé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35170,Mecé,eaux douces superficielles,agriculture,0.0
2019-01-01,35170,Mecé,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35170,Mecé,eaux douces superficielles,eau potable,0.0
2019-01-01,35170,Mecé,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35170,Mecé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35170,Mecé,eaux saumâtres,agriculture,0.0
2019-01-01,35170,Mecé,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35170,Mecé,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35170,Mecé,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,agriculture,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,eau potable,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,agriculture,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,eau potable,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,agriculture,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35189,Montgermont,eaux douces souterraines,agriculture,0.0
2019-01-01,35189,Montgermont,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35189,Montgermont,eaux douces souterraines,eau potable,0.0
2019-01-01,35189,Montgermont,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35189,Montgermont,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35189,Montgermont,eaux douces superficielles,agriculture,0.0
2019-01-01,35189,Montgermont,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35189,Montgermont,eaux douces superficielles,eau potable,0.0
2019-01-01,35189,Montgermont,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35189,Montgermont,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35189,Montgermont,eaux saumâtres,agriculture,0.0
2019-01-01,35189,Montgermont,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35189,Montgermont,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35189,Montgermont,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35190,Monthault,eaux douces souterraines,agriculture,0.0
2019-01-01,35190,Monthault,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35190,Monthault,eaux douces souterraines,eau potable,0.0
2019-01-01,35190,Monthault,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35190,Monthault,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35190,Monthault,eaux douces superficielles,agriculture,0.0
2019-01-01,35190,Monthault,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35190,Monthault,eaux douces superficielles,eau potable,0.0
2019-01-01,35190,Monthault,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35190,Monthault,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35190,Monthault,eaux saumâtres,agriculture,0.0
2019-01-01,35190,Monthault,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35190,Monthault,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35190,Monthault,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35196,Mordelles,eaux douces souterraines,agriculture,15000.0
2019-01-01,35196,Mordelles,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35196,Mordelles,eaux douces souterraines,eau potable,2875591.0
2019-01-01,35196,Mordelles,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35196,Mordelles,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35196,Mordelles,eaux douces superficielles,agriculture,0.0
2019-01-01,35196,Mordelles,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35196,Mordelles,eaux douces superficielles,eau potable,0.0
2019-01-01,35196,Mordelles,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35196,Mordelles,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35196,Mordelles,eaux saumâtres,agriculture,0.0
2019-01-01,35196,Mordelles,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35196,Mordelles,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35196,Mordelles,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35200,Moutiers,eaux douces souterraines,agriculture,0.0
2019-01-01,35200,Moutiers,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35200,Moutiers,eaux douces souterraines,eau potable,0.0
2019-01-01,35200,Moutiers,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35200,Moutiers,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35200,Moutiers,eaux douces superficielles,agriculture,22286.0
2019-01-01,35200,Moutiers,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35200,Moutiers,eaux douces superficielles,eau potable,0.0
2019-01-01,35200,Moutiers,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35200,Moutiers,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35200,Moutiers,eaux saumâtres,agriculture,0.0
2019-01-01,35200,Moutiers,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35200,Moutiers,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35200,Moutiers,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35204,Nouvoitou,eaux douces souterraines,agriculture,16526.0
2019-01-01,35204,Nouvoitou,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35204,Nouvoitou,eaux douces souterraines,eau potable,0.0
2019-01-01,35204,Nouvoitou,eaux douces souterraines,industrie et autres usages économiques,0.0
2019-01-01,35204,Nouvoitou,eaux douces souterraines,refroidissement des centrales électriques,0.0
2019-01-01,35204,Nouvoitou,eaux douces superficielles,agriculture,46431.0
2019-01-01,35204,Nouvoitou,eaux douces superficielles,alimentation des canaux,0.0
2019-01-01,35204,Nouvoitou,eaux douces superficielles,eau potable,0.0
2019-01-01,35204,Nouvoitou,eaux douces superficielles,industrie et autres usages économiques,0.0
2019-01-01,35204,Nouvoitou,eaux douces superficielles,refroidissement des centrales électriques,0.0
2019-01-01,35204,Nouvoitou,eaux saumâtres,agriculture,0.0
2019-01-01,35204,Nouvoitou,eaux saumâtres,alimentation des canaux,0.0
2019-01-01,35204,Nouvoitou,eaux saumâtres,industrie et autres usages économiques,0.0
2019-01-01,35204,Nouvoitou,eaux saumâtres,refroidissement des centrales électriques,0.0
2019-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,agriculture,18093.0
2019-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,alimentation des canaux,0.0
2019-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,eau potable,0.0
